1744113603394573125,1744113603395391955,818830
1744113604397051764,1744113604397847641,795877
1744113605399270489,1744113605400035517,765028
1744113606400754079,1744113606401369755,615676
1744113607402120676,1744113607402978941,858265
1744113608404575511,1744113608405569233,993722
1744113609406971975,1744113609407870747,898772
1744113610408701984,1744113610409501669,799685
1744113611410322134,1744113611411112460,790326
1744113612412524692,1744113612413295902,771210
1744113613414658449,1744113613415407507,749058
1744113614416521712,1744113614417256764,735052
1744113615418673038,1744113615419373625,700587
1744113616421260309,1744113616422093326,833017
1744113617423557815,1744113617424397886,840071
1744113618425660562,1744113618426332084,671522
1744113619427694486,1744113619428383030,688544
1744113620429838145,1744113620430538482,700337
1744113621431892724,1744113621432714490,821766
1744113622433944304,1744113622434771400,827096
1744113623435735178,1744113623436394757,659579
1744113624437855273,1744113624438739748,884475
1744113625440145686,1744113625440957153,811467
1744113626441953082,1744113626442726417,773335
1744113627443593500,1744113627444306311,712811
1744113628445667548,1744113628446374276,706728
1744113629447147606,1744113629447942992,795386
1744113630448920476,1744113630449734077,813601
1744113631450459372,1744113631451236624,777252
1744113632452719248,1744113632453539011,819763
1744113633454973331,1744113633455760722,787391
1744113634457374660,1744113634458061651,686991
1744113635458949060,1744113635459857972,908912
1744113636460496686,1744113636461255202,758516
1744113637462516083,1744113637463387704,871621
1744113638464792515,1744113638465383133,590618
1744113639466619621,1744113639467325377,705756
1744113640468591700,1744113640469337232,745532
1744113641469988122,1744113641470803326,815204
1744113642471410823,1744113642472109347,698524
1744113643473194274,1744113643473935468,741194
1744113644474669117,1744113644475405361,736244
1744113645476347242,1744113645477046336,699094
1744113646478250200,1744113646478988749,738549
1744113647479862863,1744113647480620899,758036
1744113648481800890,1744113648482514462,713572
1744113649483658240,1744113649484375128,716888
1744113650486032456,1744113650486941939,909483
1744113651488138391,1744113651488994723,856332
1744113652490252126,1744113652491054857,802731
1744113653492037137,1744113653492925029,887892
1744113654493973119,1744113654494697822,724703
1744113655495822262,1744113655496632507,810245
1744113656497652205,1744113656498425220,773015
1744113657499653590,1744113657500516064,862474
1744113658501179700,1744113658501885166,705466
1744113659503032786,1744113659503685543,652757
1744113660504660481,1744113660505497497,837016
1744113661506561783,1744113661507249576,687793
1744113662508192745,1744113662508900256,707511
1744113663509954242,1744113663510773525,819283
1744113664511973564,1744113664512676346,702782
1744113665514427675,1744113665515124546,696871
1744113666516227884,1744113666517027940,800056
1744113667518209483,1744113667518939366,729883
1744113668519601610,1744113668520327987,726377
1744113669521052766,1744113669521761168,708402
1744113670522626409,1744113670523332567,706158
1744113671524500938,1744113671525066800,565862
1744113672526280984,1744113672526912040,631056
1744113673527593941,1744113673528340786,746845
1744113674529601059,1744113674530355588,754529
1744113675531522569,1744113675532331923,809354
1744113676533484333,1744113676534184200,699867
1744113677534968828,1744113677535716485,747657
1744113678537282779,1744113678538108304,825525
1744113679539344860,1744113679540137983,793123
1744113680541502958,1744113680542163841,660883
1744113681543292342,1744113681544119159,826817
1744113682544874079,1744113682545579736,705657
