1744117171857897264,1744117171859633605,1736341
1744117172858677585,1744117172859606060,928475
1744117173859840622,1744117173860799695,959073
1744117174861014088,1744117174861957151,943063
1744117175862099939,1744117175862912985,813046
1744117176863102582,1744117176864000288,897706
1744117177864119116,1744117177865000462,881346
1744117178865226662,1744117178866102156,875494
1744117179866345739,1744117179867298470,952731
1744117180867645421,1744117180868884396,1238975
1744117181868513172,1744117181869388446,875274
1744117182869074321,1744117182869957129,882808
1744117183870182692,1744117183871081601,898909
1744117184871274854,1744117184872148174,873320
1744117185871941788,1744117185872749443,807655
1744117186872914914,1744117186873830754,915840
1744117187874044027,1744117187874971760,927733
1744117188875154553,1744117188876038433,883880
1744117189876239795,1744117189877141048,901253
1744117190877217413,1744117190878017915,800502
1744117191878203378,1744117191879081517,878139
1744117192879297947,1744117192880162581,864634
1744117193880407700,1744117193881356003,948303
1744117194881640074,1744117194882575612,935538
1744117195882698667,1744117195883640628,941961
1744117196883864538,1744117196884838820,974282
1744117197885091274,1744117197885986706,895432
1744117198886192454,1744117198887081734,889280
1744117199887327637,1744117199888232487,904850
1744117200888070656,1744117200888989994,919338
1744117201889207684,1744117201890064633,856949
1744117202889594578,1744117202890509678,915100
1744117203890762956,1744117203891671363,908407
1744117204891862037,1744117204892717934,855897
1744117205892538353,1744117205893368561,830208
1744117206893608938,1744117206894568883,959945
1744117207894803170,1744117207895692901,889731
1744117208895897523,1744117208896812022,914499
1744117209897074755,1744117209897994222,919467
1744117210897949463,1744117210898852109,902646
1744117211899056852,1744117211899963705,906853
1744117212900162198,1744117212901067719,905521
1744117213901284571,1744117213902190253,905682
1744117214902472152,1744117214903380489,908337
1744117215903593812,1744117215904510394,916582
1744117216904765227,1744117216905711927,946700
1744117217905954729,1744117217906858517,903788
1744117218907041254,1744117218907910767,869513
1744117219908018975,1744117219908953321,934346
1744117220908892457,1744117220909805402,912945
1744117221909992687,1744117221910949336,956649
1744117222911183363,1744117222912097100,913737
1744117223912345505,1744117223913299328,953823
1744117224913530422,1744117224914466672,936250
1744117225914612523,1744117225915565344,952821
1744117226915822392,1744117226916736960,914568
1744117227916984324,1744117227917889404,905080
1744117228918069647,1744117228919022909,953262
1744117229919204870,1744117229920111333,906463
1744117230920095080,1744117230920990853,895773
1744117231921239356,1744117231922095013,855657
1744117232922331933,1744117232923172992,841059
1744117233923369045,1744117233924196678,827633
1744117234923783478,1744117234924553732,770254
1744117235923979348,1744117235924888296,908948
1744117236925093431,1744117236925998261,904830
1744117237926234171,1744117237927152917,918746
1744117238927391785,1744117238928355587,963802
1744117239928510146,1744117239929404466,894320
1744117240928772562,1744117240929779767,1007205
1744117241929999029,1744117241930919128,920099
1744117242931103407,1744117242931968762,865355
1744117243932154462,1744117243933107453,952991
1744117244933281593,1744117244934255645,974052
1744117245933567856,1744117245934495068,927212
1744117246934740307,1744117246935721241,980934
1744117247935945709,1744117247936916173,970464
1744117248937086059,1744117248938051124,965065
1744117249938277515,1744117249939204627,927112
1744117250938668791,1744117250939576065,907274
1744117251939742504,1744117251940642004,899500
1744117252940894940,1744117252941799239,904299
1744117253942031405,1744117253942889587,858182
1744117254943115472,1744117254943960478,845006
