1744114623174780664,1744114623176888192,2107528
1744114624177272952,1744114624178556683,1283731
1744114625178602669,1744114625179770771,1168102
1744114626179729013,1744114626180873990,1144977
1744114627181486388,1744114627182562936,1076548
1744114628182928257,1744114628184082552,1154295
1744114629184365189,1744114629185467455,1102266
1744114630186258550,1744114630187324898,1066348
1744114631187819052,1744114631189053168,1234116
1744114632189794694,1744114632190785859,991165
1744114633190834019,1744114633192107802,1273783
1744114634191860513,1744114634192879921,1019408
1744114635193602158,1744114635194717719,1115561
1744114636194648664,1744114636195695745,1047081
1744114637196421574,1744114637197539771,1118197
1744114638197421997,1744114638198700719,1278722
1744114639199139616,1744114639200347022,1207406
1744114640200644013,1744114640201787397,1143384
1744114641202207523,1744114641203247982,1040459
1744114642203561468,1744114642204536853,975385
1744114643204917709,1744114643205992963,1075254
1744114644206351500,1744114644207459547,1108047
1744114645207856380,1744114645209104794,1248414
1744114646209763385,1744114646210953629,1190244
1744114647211198166,1744114647212210952,1012786
1744114648212596539,1744114648213768638,1172099
1744114649214114442,1744114649215236255,1121813
1744114650215142416,1744114650216242167,1099751
1744114651216637390,1744114651217849986,1212596
1744114652217936915,1744114652218947677,1010762
1744114653219336862,1744114653220443917,1107055
1744114654221028278,1744114654222400377,1372099
1744114655222467806,1744114655223581233,1113427
1744114656223923337,1744114656225004192,1080855
1744114657225087976,1744114657226244435,1156459
1744114658226239864,1744114658227339425,1099561
1744114659227426620,1744114659228477198,1050578
1744114660228868365,1744114660230052667,1184302
1744114661230118867,1744114661231255588,1136721
1744114662231117052,1744114662232196024,1078972
1744114663232585754,1744114663233750799,1165045
1744114664234224380,1744114664235351223,1126843
1744114665235704339,1744114665236855899,1151560
1744114666236636567,1744114666237771595,1135028
1744114667237904036,1744114667239079321,1175285
1744114668239170494,1744114668240283671,1113177
1744114669240333247,1744114669241460381,1127134
1744114670242178802,1744114670243372482,1193680
1744114671243729528,1744114671244912958,1183430
1744114672245618340,1744114672246737768,1119428
1744114673247191794,1744114673248421111,1229317
1744114674249188964,1744114674250265472,1076508
1744114675250300836,1744114675251476842,1176006
1744114676251724190,1744114676252831196,1107006
