1744116662394629677,1744116662395716704,1087027
1744116663395601985,1744116663396684172,1082187
1744116664396958412,1744116664398049055,1090643
1744116665397595343,1744116665398613479,1018136
1744116666398205342,1744116666399214641,1009299
1744116667399509272,1744116667400523921,1014649
1744116668400510659,1744116668401575694,1065035
1744116669400834888,1744116669401950579,1115691
1744116670401908981,1744116670403031976,1122995
1744116671402312664,1744116671403450157,1137493
1744116672403299014,1744116672404386131,1087117
1744116673404636440,1744116673405713638,1077198
1744116674405616029,1744116674406723565,1107536
1744116675406506037,1744116675407624583,1118546
1744116676406872160,1744116676407936343,1064183
1744116677407351475,1744116677408445545,1094070
1744116678408651418,1744116678409655577,1004159
1744116679409895051,1744116679411264114,1369063
1744116680410727723,1744116680411843535,1115812
1744116681411797136,1744116681412818969,1021833
1744116682412680166,1744116682413735312,1055146
1744116683413544340,1744116683414605878,1061538
1744116684414504436,1744116684415609747,1105311
1744116685415778261,1744116685416929119,1150858
1744116686416517588,1744116686417524812,1007224
1744116687417690872,1744116687418773591,1082719
1744116688418624012,1744116688419751325,1127313
1744116689419007395,1744116689420046270,1038875
1744116690420191970,1744116690421240774,1048804
1744116691421460148,1744116691422653627,1193479
1744116692421825150,1744116692423040541,1215391
1744116693422052550,1744116693423097697,1045147
1744116694422813434,1744116694423811501,998067
1744116695423676592,1744116695424736367,1059775
1744116696424778148,1744116696425739515,961367
1744116697425774722,1744116697426755817,981095
1744116698426985491,1744116698428006292,1020801
1744116699427885845,1744116699428904943,1019098
1744116700429177243,1744116700430250243,1073000
1744116701429417925,1744116701430520742,1102817
1744116702430288362,1744116702431314884,1026522
1744116703431602683,1744116703432661416,1058733
1744116704432466252,1744116704433518021,1051769
1744116705433127812,1744116705434213516,1085704
1744116706434125566,1744116706435192645,1067079
1744116707434487177,1744116707435554637,1067460
1744116708435321609,1744116708436420619,1099010
1744116709435775810,1744116709436933761,1157951
1744116710436603801,1744116710437692180,1088379
1744116711437805406,1744116711439193244,1387838
1744116712438610154,1744116712439747476,1137322
1744116713439210714,1744116713440142495,931781
1744116714440385377,1744116714441460691,1075314
1744116715441212059,1744116715442326308,1114249
1744116716441954723,1744116716442981775,1027052
1744116717442270806,1744116717443272550,1001744
1744116718443505257,1744116718444557538,1052281
1744116719444035736,1744116719445064733,1028997
1744116720444330129,1744116720445333858,1003729
1744116721444764358,1744116721445746285,981927
1744116722446042366,1744116722447121367,1079001
1744116723446930567,1744116723447971666,1041099
1744116724448208733,1744116724449283025,1074292
1744116725448654858,1744116725449615784,960926
1744116726449130680,1744116726450230120,1099440
1744116727449473360,1744116727450405753,932393
1744116728450709517,1744116728452005661,1296144
1744116729451930328,1744116729452922605,992277
1744116730453148543,1744116730454226773,1078230
1744116731454242442,1744116731455260728,1018286
1744116732455521805,1744116732456631574,1109769
1744116733456159859,1744116733457250523,1090664
1744116734457093908,1744116734458138904,1044996
1744116735458024999,1744116735459123427,1098428
1744116736458339390,1744116736459337337,997947
1744116737458946690,1744116737459952522,1005832
1744116738460185989,1744116738461246355,1060366
1744116739461009108,1744116739462089021,1079913
1744116740461780710,1744116740462804436,1023726
1744116741462206546,1744116741463198882,992336
1744116742463407787,1744116742464518097,1110310
1744116743464135287,1744116743465090894,955607
1744116744465516662,1744116744466419649,902987
1744116745466692503,1744116745467758701,1066198
1744116746467301311,1744116746468288578,987267
1744116747468543721,1744116747469596282,1052561
1744116748468941229,1744116748469982017,1040788
1744116749470064212,1744116749471048303,984091
1744116750471295113,1744116750472240250,945137
1744116751472423430,1744116751473375400,951970
1744116752473323413,1744116752474377697,1054284
1744116753474393771,1744116753475183652,789881
1744116754475345995,1744116754476389569,1043574
1744116755476369324,1744116755477415824,1046500
1744116756477478929,1744116756478657540,1178611
1744116757478579576,1744116757479587783,1008207
1744116758479783941,1744116758480864456,1080515
1744116759480695710,1744116759481820279,1124569
1744116760481363638,1744116760482339904,976266
1744116761482134521,1744116761483142677,1008156
1744116762483376781,1744116762484490629,1113848
1744116763484294725,1744116763485376651,1081926
1744116764485650732,1744116764486723642,1072910
1744116765485901046,1744116765487032056,1131010
1744116766486344871,1744116766487426267,1081396
1744116767487316559,1744116767488321830,1005271
1744116768488631791,1744116768489600552,968761
1744116769489795725,1744116769490878364,1082639
1744116770490668697,1744116770491774790,1106093
1744116771491993089,1744116771493022866,1029777
1744116772492881581,1744116772493913833,1032252
1744116773493307425,1744116773494507666,1200241
1744116774494355832,1744116774495570512,1214680
1744116775495287980,1744116775496467883,1179903
1744116776496598397,1744116776497685684,1087287
1744116777497016609,1744116777498048520,1031911
1744116778498230413,1744116778499312641,1082228
1744116779499528467,1744116779500617217,1088750
1744116780500481407,1744116780501627957,1146550
1744116781501083080,1744116781502066209,983129
1744116782502323078,1744116782503364899,1041821
1744116783503573584,1744116783504588553,1014969
1744116784504811356,1744116784505865821,1054465
1744116785505572676,1744116785506639254,1066578
1744116786506169461,1744116786507423796,1254335
1744116787507152030,1744116787508205633,1053603
1744116788508483596,1744116788509486904,1003308
1744116789509798608,1744116789510717114,918506
1744116790510904153,1744116790511932408,1028255
1744116791512045920,1744116791513046682,1000762
1744116792513300017,1744116792514254452,954435
1744116793513854838,1744116793514766792,911954
1744116794514990142,1744116794516098028,1107886
1744116795515785261,1744116795516814417,1029156
1744116796516114916,1744116796517147459,1032543
1744116797517240662,1744116797518234171,993509
1744116798518468404,1744116798519541123,1072719
1744116799519387210,1744116799520461102,1073892
1744116800520712329,1744116800521750813,1038484
1744116801521363826,1744116801522714714,1350888
1744116802522178094,1744116802523266143,1088049
1744116803523028562,1744116803524094749,1066187
1744116804523792666,1744116804524895703,1103037
1744116805524887288,1744116805525929650,1042362
1744116806525341896,1744116806526309976,968080
1744116807526571085,1744116807527666338,1095253
1744116808527336534,1744116808528318210,981676
1744116809528379220,1744116809529409499,1030279
1744116810528789986,1744116810529853688,1063702
1744116811529867730,1744116811530964285,1096555
1744116812530910467,1744116812531980602,1070135
1744116813532173155,1744116813533209124,1035969
1744116814533012697,1744116814534058536,1045839
1744116815533812566,1744116815534860138,1047572
1744116816535090573,1744116816536135840,1045267
1744116817535531308,1744116817536554484,1023176
1744116818536509769,1744116818537562300,1052531
1744116819537944435,1744116819539004330,1059895
1744116820539223357,1744116820540322547,1099190
1744116821540044017,1744116821541127467,1083450
1744116822540922689,1744116822542036186,1113497
1744116823541632209,1744116823542693867,1061658
1744116824542536609,1744116824543597126,1060517
1744116825543558045,1744116825544584306,1026261
1744116826544587135,1744116826545741850,1154715
1744116827545512235,1744116827546573122,1060887
1744116828546508925,1744116828547609517,1100592
1744116829547769907,1744116829548796789,1026882
1744116830548586285,1744116830549583271,996986
1744116831549490681,1744116831550461216,970535
1744116832550686530,1744116832551778125,1091595
1744116833551820504,1744116833552918091,1097587
1744116834552847853,1744116834553990836,1142983
1744116835553718015,1744116835554770546,1052531
1744116836554078971,1744116836555283110,1204139
1744116837554506541,1744116837555581285,1074744
1744116838555421472,1744116838556532084,1110612
1744116839556223727,1744116839557162262,938535
1744116840557400836,1744116840558512900,1112064
1744116841557953759,1744116841559076443,1122684
1744116842558877286,1744116842559936410,1059124
1744116843559768112,1744116843560877732,1109620
1744116844560683174,1744116844561817891,1134717
1744116845561808799,1744116845562935451,1126652
1744116846562507089,1744116846563611028,1103939
1744116847563420020,1744116847564580236,1160216
1744116848564359713,1744116848565473110,1113397
1744116849565702821,1744116849566765973,1063152
1744116850566489922,1744116850567592699,1102777
1744116851566909357,1744116851567950687,1041330
1744116852567771211,1744116852568802301,1031090
1744116853568281789,1744116853569312569,1030780
1744116854569525062,1744116854570535593,1010531
1744116855570472631,1744116855571467954,995323
1744116856570953335,1744116856572019812,1066477
1744116857571564116,1744116857572591279,1027163
1744116858572830714,1744116858573924073,1093359
1744116859573676162,1744116859574740105,1063943
1744116860574505118,1744116860575743372,1238254
1744116861575101224,1744116861576151631,1050407
1744116862575932945,1744116862577003741,1070796
1744116863576804126,1744116863577825468,1021342
1744116864578124830,1744116864579149829,1024999
1744116865578661093,1744116865579791802,1130709
1744116866579825491,1744116866580810874,985383
1744116867581064491,1744116867582597866,1533375
1744116868582014983,1744116868583080930,1065947
1744116869582425188,1744116869583541190,1116002
1744116870583498817,1744116870584577558,1078741
1744116871584689758,1744116871585653029,963271
1744116872585921507,1744116872587171203,1249696
1744116873586173614,1744116873587259288,1085674
1744116874587102529,1744116874588040221,937692
1744116875588325822,1744116875589565218,1239396
1744116876589577793,1744116876590749390,1171597
1744116877589858145,1744116877590873045,1014900
1744116878590694737,1744116878591740475,1045738
1744116879591623653,1744116879592646938,1023285
1744116880592608577,1744116880593692778,1084201
1744116881593516826,1744116881594573124,1056298
1744116882594507933,1744116882595519906,1011973
1744116883595072288,1744116883596274995,1202707
1744116884595501137,1744116884596664028,1162891
1744116885596271663,1744116885597309807,1038144
1744116886596640953,1744116886597744922,1103969
1744116887597563091,1744116887598667801,1104710
1744116888598495970,1744116888599574711,1078741
1744116889599052623,1744116889600147775,1095152
1744116890600000323,1744116890601055058,1054735
1744116891600295190,1744116891601324687,1029497
